=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
  1439 8f2b51a30523cdecddc2f179f351c7d6           1,176.23        7        1,027.90       148.33
  1440 e21a1e8be4715b0fcfd5385643bc49c4           1,175.89       21          703.60       472.29
  1441 51e4e89242cbb846c2deff3dc015650e           1,175.75       16          822.58       353.17
  1442 39f776d2974049026ff531fc42ef2a3e           1,174.41        3        1,084.04        90.37
  1443 edd066cd02126d7800f9b66e980e9931           1,173.93        6          987.70       186.23
  1444 7df1fc11cc5cbc518b39faa60cf5d67c           1,171.96        5        1,037.60       134.36
  1445 05730013efda596306417c3b09302475           1,168.67        4          952.00       216.67
  1446 e58a5b390e28abc0b216cfb0e07d27d7           1,167.23        7        1,022.60       144.63
  1447 55dedd83e501d8248880557d9073cbfd           1,166.09        8        1,055.30       110.79
  1448 d66c11a9572221d92fbb8c4897db5f9b           1,164.38       16          776.56       387.82
  1449 8b655f0855926bcb49f5835d38dfddf6           1,162.81        5        1,089.50        73.31
  1450 82cb9f452fe8334df74b22d37824b431           1,155.26       14          838.20       317.06
  1451 515d781150feed28a6ac091bb0e3cb8c           1,154.72        6        1,002.35       152.37
  1452 278b6e0b20c4f61fefaa0577943d7a35           1,152.62        1        1,078.00        74.62
  1453 db46ca7bce82b11f7e247539271fc390           1,149.86       16          933.97       215.89
  1454 e1dc0754bada9ee4cfe9713f22f61292           1,149.78       12          885.00       264.78
  1455 05a940b4ecae36cadfd8e93bd9c43257           1,148.94       10          952.00       196.94
  1456 f8201cab383e484733266d1906e2fdfa           1,144.83       10          889.00       255.83
  1457 70849ca4f400aaabb62cb7462a6f1428           1,143.24       12          909.58       233.66
  1458 1bc2e21de46adfea6b98cc96b00f3b40           1,142.55        3        1,039.95       102.60
  1459 c54679b132454625907c773d273d4126           1,139.93        7        1,032.00       107.93
  1460 c4fabeea6e569d42d02993bb1f4f1cbc           1,136.52       11          859.30       277.22
  1461 33cbbec1e7e1044aaf11d152172c776f           1,129.50       15          730.67       398.83
  1462 07017df32dc5f2f1d2801e579548d620           1,128.24        8          946.49       181.75
  1463 2379bdc3888025689a9deb7b141507d5           1,125.61        9          999.50       126.11
  1464 6cf476a4ca74498db55cbccdaa9dcfb6           1,125.50        6          939.93       185.57
  1465 633ecdf879b94b5337cca303328e4a25           1,125.49        6        1,037.60        87.89
  1466 d1582f4043306e6b91afa6a8a884f898           1,121.92        9          990.00       131.92
  1467 daf565f087a52def0fd5c5825b3661bc           1,121.83        9          813.90       307.93
  1468 9c690ceacd5c66731bf443ea810195cb           1,121.02       10          871.80       249.22
  1469 ddd51ae8cda92f3995a51fc0f0f3eec7           1,119.62        8          842.70       276.92
  1470 a2deecd5398f5df4987110c80a1972a3           1,119.53       16          827.43       292.10
  1471 7aa538dd6e114e503a2e6154ea352253           1,118.60        5        1,016.68       101.92
  1472 9198786624eaeb375793215cad26cfa6           1,118.37        9          908.30       210.07
  1473 bfd938b22bc99bce1ae60dc602889f52           1,118.26        6          922.80       195.46
  1474 e0eabded302882513ced4ea3eb0c7059           1,117.19        8          978.40       138.79
  1475 7ecef8194babfec876ca720714327841           1,114.26        7          990.50       123.76
  1476 d9442042130b7fe579d1295f9f4a248f           1,111.04       19          772.16       338.88
  1477 41c9d3997dd3c072c31139dc5bb5761f           1,110.54        3          998.80       111.74
  1478 b45d7ebfb7378630f1bcd74b6ff86ff7           1,110.01        5        1,007.50       102.51
  1479 7994081388d55b9cf976c050653dd359           1,109.65        2        1,020.00        89.65
  1480 670a9dda115b5a88b18cfadee8de2332           1,101.99       11          918.90       183.09
  1481 f0e103c63864d5405b958d984b6e94c9           1,101.41       11          951.70       149.71
  1482 91543f9849d68d023e17194926598543           1,100.57        4          834.00       266.57
  1483 7a9c12e235c36247c3c81f50d6ea9cea           1,099.59        5          983.90       115.69
  1484 7d7d2b7a51328016102d4528c411d630           1,098.85        7          918.80       180.05
  1485 6025c79c035c3d772133b8b8238463b2           1,098.33        2          989.74       108.59
  1486 17adeba047385fb0c67d8e90b4296d21           1,097.31        1          809.70       287.61
  1487 ffad1e7127fb622cb64a900751590acd           1,090.83       10          884.30       206.53
  1488 b7d5b4b87af9d42b601865d3f3810bff           1,090.02        2        1,049.00        41.02
  1489 4221a7df464f1fe2955934e30ff3a5a1           1,089.04        5          849.50       239.54
  1490 ef9952469137ff190bacafe117f51537           1,086.60        5        1,002.66        83.94
  1491 a13aaf2d2886ab9fb30fb9a920160b8f           1,085.83        4        1,011.52        74.31
  1492 a0d7fbb07bb5ebc3b05980e750db56f3           1,085.18        3          848.99       236.19
  1493 1f867308a0ce13133a4e639ff4de0c02           1,084.92        7          875.10       209.82
  1494 8e670472e453ba34a379331513d6aab1           1,083.96        1          975.00       108.96
  1495 77dcbb67ccb3659bd58eaf5661560a30           1,082.56        2          984.00        98.56
  1496 3d621842b2ed28e2b474132480edac3c           1,080.70       10          928.91       151.79
  1497 cb4a705d00e100b9732d0ca34817d441           1,080.56        1          998.00        82.56
  1498 8602a61d680a10a82cceeeda0d99ea3d           1,079.90       17          826.99       252.91
  1499 010da0602d7774602cd1b3f5fb7b709e           1,079.75        1          849.50       230.25
  1500 dc7192adf8ba09569261f4a8d576afe0           1,078.43        7          917.00       161.43
  1501 5a05a16bb50629ee31afab8a6d4c2674           1,075.48       14          794.30       281.18
  1502 79a679c36c08d606b3fd47ead9de109b           1,072.22        3          935.00       137.22
  1503 68f86ba270525243e68ae74044f992b9           1,071.31       11          876.50       194.81
  1504 4f1f1c8666cdb6442f775c4e8caed465           1,070.39        2          944.98       125.41
  1505 ae45df84722b1d15c5f32b23a095746c           1,065.49        9          901.83       163.66
  1506 13511db12ac61e2f89c53b72a944a60b           1,063.97        6          798.00       265.97
  1507 e644cbadf7eeb30d0d29f335ce7d52ec           1,063.59        8          878.90       184.69
  1508 c37b2059d4f90d4feead554e5246565e           1,061.28       12          839.30       221.98
  1509 9d681c7e12db302cb261e721040dde65           1,058.68       13          785.60       273.08
  1510 8a43128d7f9a3db592b866e6861a6cce           1,058.49        3          990.60        67.89
  1511 6b9b80d53ba3676eafe60268a810b5a1           1,055.66       10          882.70       172.96
  1512 80f2cf9abf6b5a0e5c612b5eea6646e6           1,054.78        7          766.08       288.70
  1513 6e4f5ff6b086632ba8dcb558fb10249e           1,053.25        5          838.90       214.35
  1514 b81e3a6c866a764974fe849821abeebd           1,053.01        8          836.15       216.86
  1515 1bb3812d5f0747a3ab7348f199001a10           1,049.57        9          834.40       215.17
  1516 74636e24f01da9268b0ed88dacd8513e           1,048.61        4          776.00       272.61
  1517 e3a386fc36e22064434e1fa256f6a9fa           1,047.15       16          793.90       253.25
  1518 dff87e4de60c9736ce8df835951b09bc           1,043.43        2          998.00        45.43
  1519 a67780aba9dd436e7ac0aa1f889e73ec           1,041.04        6          863.00       178.04
  1520 9e9b539eb2806acee3f5c28085c1db9f           1,039.47        3          967.00        72.47
  1521 28872dc528e978a639754bc8c2ce5a4c           1,038.90        1        1,009.90        29.00
  1522 caa9bc43a9fe8cf9c564ddd8a03cc4a6           1,037.74       13          803.87       233.87
  1523 ab3e0c171fe84a7ba7de130f19cfb485           1,035.70        7          863.42       172.28
  1524 e8dba4d70f7f2b20e775d09cae01142d           1,032.39        9          855.91       176.48
  1525 d8cf3b6a2151949f930d0252b180ec42           1,030.18        6          623.70       406.48
  1526 0791d9fc1e30678ecf03d3e55fa108d3           1,028.99        5          842.00       186.99
  1527 48985c61529077fa4f1e38bcff0f2ed3           1,027.37        7          879.30       148.07
  1528 a99504ac23ed125aaf5302af6cc30af9           1,025.24        1          978.00        47.24
  1529 0ff83046c3fa22efee8ecf291888b191           1,023.38       10          768.90       254.48
  1530 4ef4c39cf3c24f326434cf0b2e48046a           1,017.17        8          891.00       126.17
  1531 63a79f5a7eb5cb48a7e5787b141c7993           1,015.93       11          815.10       200.83
  1532 3f9c56764fabca627406093dcb3ef0b4           1,014.95        7          909.30       105.65
  1533 808d4348b916efa08e766ebad39f61eb           1,014.92       21          731.10       283.82
  1534 cac63f48c38cd7d002a7e846dcd99a23           1,014.62       10          874.00       140.62
  1535 528bcf6680c36dddf07620bd35b33a6f           1,013.84        2          969.98        43.86
  1536 bd4431c1a8dfa744b59e1e2a8bc99b9e           1,013.59        7          809.50       204.09
  1537 cb6c9f5888a7a090c75beaf615925792           1,008.97       11          779.89       229.08
  1538 1cbd50a8c52e6cf8e315c5709fab386f           1,006.66        9          785.97       220.69
  1539 134a288e7de827ec5ec62e3ec9c3a295           1,004.00        9          877.45       126.55
  1540 f783a638e9c6af4a7d0dbfde811e7a81           1,002.90        5          849.80       153.10
  1541 c6a7539d424a8402232c2228d7a03c5e           1,001.32       10          607.50       393.82
  1542 d4f117125b59ce73c3302f88ee40c458             998.61       17          783.29       215.32
  1543 eddd1991bd6d9309995a480c39b95137             998.41        3          866.00       132.41
  1544 e51f22821f0c12a16ad5c020cdcd55e9             996.84        4          898.71        98.13
  1545 340636a908b13bbe0f4fb63fbe1d0c03             993.15        5          823.20       169.95
  1546 fe1b067411b8c5066e962aa146ccee03             990.88        8          847.78       143.10
  1547 0aa2205ca24f113f4658a5c536667426             988.10        4          815.62       172.48
  1548 69b5eaa096c3f9d1e5c398c597f567d6             987.02        2          938.00        49.02
  1549 d9e7e7778b32987280a6f2cb9a39c57d             986.39       11          722.50       263.89
  1550 6f83d9e4da896daae20b9b6b2d3ff8d2             985.04       11          765.19       219.85
  1551 b19c48688808720822399ffa9f2dbe2f             984.81        1          959.99        24.82
  1552 da6a60cc8cc724fe51be021ff8be779c             984.58       12          728.79       255.79
  1553 39c763cca83e654764b7a4a650fb9b7c             984.21       11          761.00       223.21
  1554 160e4f13fd3a64b1b86807be88b5ffb0             980.45        4          886.00        94.45
  1555 e9729944ba65dc3ce425e0c5a22ae7b2             978.43        4          916.70        61.73
  1556 297d5eccd19fa9a83b2630071ff105e4             976.73        8          834.97       141.76
  1557 5c3460cd3e8a984382ae254e7dd20d9f             974.30        9          775.76       198.54
  1558 ca77545ca4d2dfd1431bf61334e2fa3c             973.71        6          760.00       213.71
  1559 efff9341f3f8f5237b44ff67ed36a7bf             972.65        5          872.99        99.66
  1560 41c2bad7229b0c25e6becf179ebf63ff             971.92       20          782.00       189.92
  1561 ac6417315ae5da8f9a38ee11de6f7780             971.43        8          788.90       182.53
  1562 c8025364abeecb115431bf95c11a747f             971.28        2          928.00        43.28
  1563 c89cf7c468a48af70aada384e722f9e2             971.01       14          745.00       226.01
  1564 8d46553a36e68f95350a200c12f8f2e2             969.60       13          746.60       223.00
  1565 562f8cfc51f265411f487d07e9c40e7f             966.25       13          766.92       199.33
  1566 e8a85b5f3df47be0984c55fd4064dbb4             965.99        8          743.00       222.99
  1567 d0d70d21e2234dd7cd3cf63fe414148a             964.99        8          598.40       366.59
  1568 b2c97074649f92197d9387d9033dda5f             964.08       10          684.71       279.37
  1569 87d3c3aeb3ead335511b3ce315eb341e             963.06       15          749.35       213.71
  1570 40536e7ca18e1bce252828e5876466cc             963.00        2          463.96       499.04
  1571 ba5daa4041e1f15cdf34b76e3e18a450             959.35       15          806.80       152.55
  1572 0aa124728afc1131dff5655f4c6f487b             958.78        2          850.92       107.86
  1573 3492e68f37fd1df87f4f2f2ea247f445             957.26        8          787.86       169.40
  1574 6861de0f40cacb0602e473c51639f980             949.73        5          674.00       275.73
  1575 7dc9a3355bae96dd82008b313d3a456c             949.62        1          899.00        50.62
  1576 a1544b9ea0b2390e020537d4daa89049             948.53        8          841.20       107.33
  1577 6d22a1fcebb6dd08c9cd90b92a93e8d0             946.43       12          723.70       222.73
  1578 8a40ae794fa3f9892cee24bd5af0488b             946.26        6          739.85       206.41
  1579 1961c3e1272bfeceb05d0b78b5bbfdaf             945.43        3          896.00        49.43
  1580 2dd1fb6f0e42a2243b8a01e40cd41216             942.73        4          845.89        96.84
  1581 a247197e2e9c19a6a53a6888cb8b660f             941.07        2          798.00       143.07
  1582 e5cbe890e679490127e9a390b46bbd20             937.71        2          908.99        28.72
  1583 2b03ac196f5ed62ac483960fe0fa3b65             935.19        7          843.10        92.09
  1584 a72c2f59332659e361d647515c698798             933.93        5          802.90       131.03
  1585 0d33a55da925bbf1ff02af5f6059fc7f             932.91       22          547.30       385.61
  1586 5a413ade68e8f8d93071a7f52a64cb9e             932.67       14          778.90       153.77
  1587 6e864f5c4669eff3d98140a07cc50202             932.36       13          740.59       191.77
  1588 eba88037e1dca898cd02881f67ced679             931.57        6          838.10        93.47
  1589 52a52b9f656520e99716f5bc40f661c8             931.22        7          783.10       148.12
  1590 2c43fb513632d29b3b58df74816f1b06             930.17        3          858.00        72.17
  1591 1430239a858e7682bbc43b20758af153             929.54       18          660.79       268.75
  1592 e1c76f339ebd5460999f25a2aa8c92c5             928.70        1          899.90        28.80
  1593 5962468f885ea01a1b6a97a218797b0a             928.04        8          791.00       137.04
  1594 11eac105f3f90a9b87b19c89d91e24f3             927.83        5          802.89       124.94
  1595 32e5635e63cb374eb63afdd242fb6134             927.82        1          910.00        17.82
  1596 75a4764c108403a7a0575140cb22287c             927.05        5          716.90       210.15
  1597 1cd9e0cc1839d55516843def5600816d             926.72        5          825.00       101.72
  1598 14ee35374a7876217954b5fa08e50463             923.05        6          809.00       114.05
  1599 134b867a0f7f8bbe6abf10f91874891e             922.84        1          789.89       132.95
  1600 9c7fd21e0aa159b20da593371f08ff7c             921.80        7          798.30       123.50
  1601 4deebb3199eeafb282ae33229144f94b             921.49        4          779.70       141.79
  1602 a3b42d266fa8afc874b909422ce88582             921.24        1          839.40        81.84
  1603 024b564ae893ce8e9bfa02c10a401ece             918.40        2          706.40       212.00
  1604 c8cc60ffd415254af5d9b9f34f32c369             916.23        8          722.20       194.03
  1605 638cba8be1fb599bbb76fd6948351eb3             913.87       17          598.20       315.67
  1606 ba6b4a237f92479743cf0ca06b67a9ac             913.71        8          801.89       111.82
  1607 a1bea7061f61f6fdd9a85a6325ba1033             910.88        9          810.95        99.93
  1608 1099a00e0ee3a50935e6c2447ca090c5             910.83        3          849.70        61.13
  1609 39d61be7a92eb77b7da367bd4845bc0e             909.62        7          700.59       209.03
  1610 7c51de0ab286204ce75ff42bf7c10d92             908.64        4          759.00       149.64
  1611 4c61e37f664c3c88aff092aa5ac779d7             908.17        7          788.31       119.86
  1612 d29ba1220fb8634fa3a107e54497b8a4             907.86        9          724.94       182.92
  1613 25be943a321c8938947bdaabca979a90             907.55        5          769.00       138.55
  1614 c00396cbdd2e088fe4281baa5920aef1             905.85        1          832.41        73.44
  1615 dc64d75cc406bb0697be983831430e60             905.55        4          813.00        92.55
  1616 49383af7ab774e4e8f3000f49c83dc4b             902.23        8          660.00       242.23
  1617 59cea8e446d3834393058e7e0666b6fb             901.14       10          696.60       204.54
  1618 b16d3dadc47d4eb18be3d88bad0775ce             900.54       10          722.10       178.44
  1619 28ea411b354f14b1a494be4e79f0ce02             896.93        6          820.00        76.93
  1620 71271995e85f5b8530be99ed54a91b89             896.83        8          776.00       120.83
  1621 365e4bce19bda0082c3d15d83fdb8bcd             895.02        6          796.40        98.62
  1622 ef30892870c278497523264be1be2241             892.54        9          783.20       109.34
  1623 0d4c8269e7f0401201794deef160edd6             892.03        3          792.64        99.39
  1624 253f95b3a0e6983ae18aed49fbc2b845             890.94        5          799.50        91.44
  1625 07de60b03d150fb3ea09eab5da5e4c8b             889.00        9          719.10       169.90
  1626 312ba1d77e9c332ef21f9598b7f64cd7             888.05        9          756.00       132.05
  1627 5acd070dd3fe441bbb2ec1f1ede515ee             886.37        7          764.17       122.20
  1628 400f221ab83037c0ea78f1267da9624d             885.80        1          865.00        20.80
  1629 5f06030071324cc52bf0304014ac7234             884.31        4          783.96       100.35
  1630 fd435faa3c0422b60440ea3480d0e77c             882.87        1          749.00       133.87
  1631 7a91bf945c6fae0779f1c61ce97fe45c             882.07        5          799.50        82.57
  1632 5996cddab893a4652a15592fb58ab8db             880.75        1          810.00        70.75
  1633 f435898e493ba0356019a0b1cb8b55b1             880.68       10          649.76       230.92
  1634 cd3d09fbe6e3e9ff0c0ac0c300e93ae7             880.23       12          651.04       229.19
  1635 6e1862e15f33d9994bc25922a85e1efc             879.96        8          732.49       147.47
  1636 014d9a685fd57276679edd00e07089e5             876.81       11          729.88       146.93
  1637 ba6ce6de456f6c11d08c17701ba5c26f             874.51        6          744.35       130.16
  1638 7210cd29727d674c00741e5e387b3ccd             874.18        9          729.09       145.09
  1639 b7cc6c5e001441ae8cdd5c69a480cbe4             872.30        6          651.80       220.50
  1640 c7fdb77fdbff3c41981bc52f787e959e             871.88       10          696.32       175.56
  1641 e560e4022d8f7aebf155db95946c5c0f             870.21        2          780.00        90.21
  1642 70bf57d811208f8923b41bbd499a67a4             869.73        7          780.80        88.93
  1643 f19516b9ff26bfeb091b30108db4ddbd             869.44        5          727.60       141.84
  1644 c6218512d16fcac0af02fe92691cf274             868.64        8          674.00       194.64
  1645 68ca56ce86830f3d31b1b7ec6a54da3e             862.96        6          719.59       143.37
  1646 458c6fa920810ce2492da71bc26d9eec             862.37        2          756.76       105.61
  1647 fe1bbc5feda5c8979a8a1b3b2512d5a6             862.25        9          724.72       137.53
  1648 9aa388272ee334b6ae07bc73706e254a             861.46        6          678.00       183.46
  1649 7bcd7c5f8631701474db233ccf1c094b             860.94       11          666.00       194.94
  1650 bc503e244f187939d10c92a5c8e378ce             859.80        7          637.67       222.13
  1651 aac51c486b672a9850d59f3e84b1cf88             859.57       10          728.28       131.29
  1652 52956b80ae65fda598f06f6b9943e7a9             858.85        3          792.00        66.85
  1653 3d68c634a99a1ba46dbca3967a69c623             857.70        2          594.00       263.70
  1654 6b15924333bd1a741595fe981ea04822             854.46       21          614.32       240.14
  1655 89a51f50b8095ea78d5768f34c13a76f             854.26       10          677.16       177.10
  1656 bdae679a9b282249bc23b9b69dae9a99             851.98        6          663.15       188.83
  1657 3969863bb8af7f72580b3b1ffd3a17b3             850.02       12          623.15       226.87
  1658 4a1917ef994878940e1fb03eeb787ad7             846.62        2          768.00        78.62
  1659 be8e909810184b9b19e886129149d8e5             846.08       15          629.85       216.23
  1660 6bb62a4912377c7bfe7cb17b406bc7e6             845.39        4          739.52       105.87
  1661 8bd0e3abda539b9479c4b44a691be1ec             845.34        7          596.55       248.79
  1662 9dc79dd988ac42f4d56c340d7048420a             843.93        4          749.60        94.33
  1663 da03c298e3999e9d828591fc2179d109             842.48        4          787.70        54.78
  1664 21c62b998a043ebe31161d38f84929fc             841.33        4          750.49        90.84
  1665 2ba91c7ad80ff88b23b7db823b43c233             840.33        6          740.40        99.93
  1666 c522be04e020c1e7b79f3acff36513d5             838.30        7          739.93        98.37
  1667 e73bf2cea7fe4b0b4d287a7568ed1099             837.83        4          737.70       100.13
  1668 236585a4ddb5fea9fa40233e2249ed91             837.67       11          649.53       188.14
  1669 851773c885feb5e2da3b4f82bc2b17ce             837.13       10          585.30       251.83
  1669 7354220fb240bde543b3c40c060d41e7             837.13        7          672.00       165.13
  1670 43402bdf22aa2310e8f99e2f94f78628             837.10        4          649.95       187.15
  1671 5f7300535881cef3b625fd683cf7d145             836.83       10          665.98       170.85
  1672 6524b847b982cd56bb5d4b02b776ee42             834.94        1          779.80        55.14
  1673 ac51cac5e20d69ff485a54746488ef48             833.77        4          759.90        73.87
  1674 f9eedec3129e8cc6b6429c42d0808c5b             833.15        2          789.80        43.35
  1675 ba6b68b55fe8704377a7d43c8e5c0185             832.22        5          739.77        92.45
  1676 2305ab43e846518f58dd9d59f3f54e96             831.26        3          788.89        42.37
  1677 11742f81550ac064cc9a40f67151d9ad             831.01        2          781.90        49.11
  1678 ad273c9eb54ecb4532de4bf75bae9e4e             829.75       10          645.00       184.75
  1679 de09d00cfc265b8804c7df34075a68fa             827.97        3          784.00        43.97
  1680 b0b346d3a89f5eb4c2968af3f083cd43             826.60       11          614.00       212.60
  1681 55c26bcb609f480eb7868594245febb5             826.23        6          664.40       161.83
  1682 bd1d49a326abfa9b1036772e40445430             826.20       12          637.70       188.50
  1683 a56e351445e5863fc8960640ba9190c7             825.98        3          760.92        65.06
  1684 94231344608e603693b0a8891143f65d             824.18        3          722.00       102.18
  1685 83d7070a0b9a8b4625fa8682b819fabb             822.40        2          694.77       127.63
  1686 5ef131ac72773e5b3f6c0d63cf424657             821.99       10          575.79       246.20
  1687 13f57c12a00ed4610db646b913a7f5c6             821.15        7          645.20       175.95
  1688 0d83f8e03188682112cc0d93523705cc             820.57        4          696.26       124.31
  1689 2063dd1b9f568df1c16741ea7d3e6adb             820.27        3          763.10        57.17
  1690 9535a841eecebed61a9fb1ac1cbb5597             818.33        2          784.90        33.43
  1691 ed8cb7b190ceb6067227478e48cf8dde             816.21       15          573.50       242.71
  1692 8e29d051f810eb22959ede205b462b9f             813.28        2          599.80       213.48
  1693 191d55f7edb8524d525ed01b20fe32e8             812.80        3          747.00        65.80
  1694 a254c682cc01e119f83530446f1df9a9             809.42        6          569.40       240.02
  1695 38102b031c2a15e54623d711bfc753d3             809.41        9          457.00       352.41
  1696 8c0de775f52fe41590b376a3b7c50f68             808.03        9          672.70       135.33
  1697 0a85ebe4e328db81ac9109781205e2f7             805.65       12          667.90       137.75
  1698 38e6dada03429a47197d5d584d793b41             803.05        7          596.14       206.91
  1699 d79e8478eed9999493990b44955fb22e             802.61        5          721.89        80.72
  1700 fac35d150712afb921ec59ac5f39bb11             800.64        5          696.00       104.64
  1701 179d859f51292aac5c10806a356f7af9             800.27       18          404.47       395.80
  1702 73b8eb4a9a729d4019b24ed1be748cbf             797.98        8          692.41       105.57
  1703 8d899e15a5925f097cca50faa49b15e3             795.98        4          645.00       150.98
  1704 8759e7aedd644f487315e5860962f162             793.34        3          627.00       166.34
  1705 56db5c0782e8f7ddc9343f9576ff6d16             791.95        2          734.80        57.15
  1706 2059c39f76271d4ca3f15b5ffaccc8b8             791.29       12          604.90       186.39
  1707 1d29dfba02015238dfbe2449a5eaa361             789.92       12          612.80       177.12
  1708 cf654707ed6a99f112c7ec3d6f314b8b             789.54        3          756.00        33.54
  1709 b7ed9fb14c8eadb37adb9c45d67ab0fb             787.75        7          566.00       221.75
  1710 e4ebd3f87bf70440014f07ddda7fbe03             787.26        7          671.50       115.76
  1711 8c91bfea4263b8fba54081460693e2a1             785.75        2          739.00        46.75
  1712 5bba18b40e8c973b0f32e748004775b0             784.80        1          739.98        44.82
  1713 6824a69c9ea0313eba299dd4a2dba09a             784.08        6          666.90       117.18
  1714 0b36063d5818f81ccb94b54adfaebbf5             783.00        1          765.00        18.00
  1715 d558ebe531605a1285ab2b1bc3256dfb             782.23        3          709.00        73.23
  1716 2aa3443d7bf9d9bb11133f420d75e083             781.12       10          647.00       134.12
  1717 b4b447d715f9ab302a188fb43d3e96b3             779.66        5          685.93        93.73
  1718 48fb026ed7455a42f5d3e9390ed5088e             779.14       11          555.71       223.43
  1719 7b98de631987e26dd6d803490c43a13c             778.63        8          634.20       144.43
  1720 d94ba08b99bedd6a5f6c875ecc4a6fac             778.27        9          599.00       179.27
  1721 c447f8dd3ed213f291d65ef074a268eb             777.23        7          655.00       122.23
  1722 89dda63a3c907c468ec88c310ed91213             777.13        2          734.99        42.14
  1723 525e75a6fb1454a2325ab1734bcec221             777.07       10          657.07       120.00
  1724 da4d149c0ddbac90557103ac0a0ec356             775.98        1          730.00        45.98
  1725 c33a5c3c983090c8b78a28e65052a20d             774.16        9          629.10       145.06
  1726 b64d51f0435e884e8de603b1655155ae             773.54       17          416.18       357.36
  1727 54aa8463e87776b5612f4bdc4bd5d4de             772.83        7          649.30       123.53
  1728 26af45f5dfd967225a832838aa4e24a3             771.61       10          573.10       198.51
  1729 b0398568231ba5e6734af1881671a317             770.12        4          656.77       113.35
  1730 228e4c1a0be164f613d41c24345f9d2c             769.44        5          539.70       229.74
  1731 f3295428338a40977a03f555246a70f4             769.38        7          644.98       124.40
  1732 8132b9bd16876e1b0f8808d43825dd48             768.94        2          727.90        41.04
  1733 768a86e36ad6aae3d03ee3c6433d61df             767.70       17          587.46       180.24
  1734 61c36f0fc4a47f9532e5512b66668e62             767.69        1          750.00        17.69
  1735 1352e06ae67b410cdae0b2a22361167b             765.22        4          696.00        69.22
  1736 9cad4b68bb993ee401a3c5aaa2bc26dd             763.33        5          649.30       114.03
  1737 9d5604a1f112324ad6b2aa552122e0fb             761.98       13          421.50       340.48
  1738 2fb25ab44bdbeae6a4d816e0d0c9d500             761.29        5          683.08        78.21
  1739 72c38a04bd6a1c3dbc5298425a0db86d             760.65        4          647.30       113.35
  1740 07d75e33f2750d97d467fb57e4dfdd8a             759.59        2          722.40        37.19
  1741 299c89a525fee36c567f4fe72f038100             757.75        2          658.00        99.75
  1742 01c97ebb5cdac52891c0ed1c37ba0012             756.00        9          577.50       178.50
  1743 acf974e4d5950ad143a247471b831eb9             753.62        5          423.80       329.82
  1744 6c99c983ce3b6ba0ab813e6790e81691             752.51        9          546.75       205.76
  1745 0570350b23eda5444f8d1d9544932058             751.76        6          626.90       124.86
  1746 3d3ccf2b2f8134b10dce9dd446f0e075             750.53        3          608.60       141.93
  1747 6e0908ef4d4efadbc3cc2b74ea477cb0             750.28        8          589.45       160.83
  1748 262237171f48e85819065498cac80d7b             749.00        4          599.00       150.00
  1749 02b72cdeb9cfcc429f1af6f4e3f3b737             748.64        4          522.65       225.99
  1750 b6dc74ed30f124f95227bed4e43a3bed             747.59       11          518.96       228.63
  1751 916748bc99315c2d202898ae58b1617e             746.51       25          369.40       377.11
  1752 95b293867b5862941c9cd74f756a3c68             746.22        9          648.10        98.12
  1753 26bad72add1f86e08a776ce4ffdaf1ca             745.92        7          622.00       123.92
  1754 aae5e7b457a3c72ee230a47d98fceda5             745.57        5          604.80       140.77
  1755 d9cd369bffa979d1634f8e1318bf2f1b             744.81        3          678.00        66.81
  1756 f52c2422904463fdd7741f99045fecb6             744.80       12          567.79       177.01
  1757 270d3ef21830ad0ecf3a6c53d08a533a             743.67        6          509.00       234.67
  1758 3ef37b7ca6dd2b80bd8af81a62504996             740.97        2          700.00        40.97
  1759 4e6015589b781adaa5ce7f1892d06bb1             740.50        3          684.00        56.50
  1760 6d988d6174a2c27441597174f8905515             737.20       19          371.73       365.47
  1761 11938fcc75f6902fea1d0a6f72b54a57             737.14        2          594.98       142.16
  1762 c84592044b180dec206770c38603814b             736.20       15          511.94       224.26
  1763 328acb143b4a73aad6bee8e734f5d20d             734.75        2          699.98        34.77
  1764 b274baf5bbd142410eb2958cf685d684             734.57        7          585.90       148.67
  1765 be3b4b0f050a6aa1b2d901c4b77e979f             733.72        3          578.20       155.52
  1766 39a5005f2605cbdb4f9ac14485cabfd1             733.66        3          501.07       232.59
  1767 8a207b6080964f3c1fc9d35bd6096ba4             730.04        2          553.70       176.34
  1768 eb5b6204dde3a6e03b5f1bb8479f055b             727.33       19          452.20       275.13
  1769 b12cfd255810394b60caef18ae163547             726.15        2          560.00       166.15
  1770 2f74af7a0ee5636f12c2336f9fffed47             724.47       13          560.70       163.77
  1771 c157bdeedcbc9a8e3c8bf0d87ff24428             722.97        7          514.27       208.70
  1772 1d503743d2526f03f0c2c89540ee008c             720.53       12          516.04       204.49
  1773 9c1c0c36cd23c20897e473901a8fb149             717.04        6          544.97       172.07
  1774 385799a1cddbd26dfeb9157356a42282             716.54        5          633.93        82.61
  1775 1b4b28463457a256e9a784ebe2a8f630             715.34        1          699.42        15.92
  1776 5d043cd5512d4bd2f88e5ccdd5736c38             714.91        1          650.00        64.91
  1777 5a6a02f419701fc8c605af71d4fc57a4             714.41       10          600.50       113.91
  1778 768de2a4fc06aacecb9a586ccc30746a             713.53       14          475.60       237.93
  1779 eebb3372362aa9a46975164bed19a7e7             711.32        7          591.92       119.40
